Excipient_CID,MolWt,MolLogP,TPSA,NumHDonors,NumHAcceptors,NumRotatableBonds,NumAromaticRings,RingCount,FractionCSP3,HeavyAtomCount,fr_NH2,fr_NH1,fr_ester,fr_amide,fr_aldehyde,fr_ketone,fr_phenol,fr_ether,fr_epoxide,fr_halogen,fr_COO
21584077,175.126,-3.5862,86.25,0,4,0,0,0,0.0,7,0,0,0,0,0,0,0,0,0,0,0
985,256.4299999999999,5.552300000000005,37.3,1,1,14,0,0,0.9375,18,0,0,0,0,0,0,0,0,0,0,1
114690,633.0080000000007,10.216699999999994,135.29,5,5,32,0,0,0.9459459459459459,44,0,0,0,0,0,0,0,0,0,0,2
6433718,829.6390000000002,2.0734000000000012,81.65,0,5,0,3,5,0.05,35,0,0,1,0,0,0,0,2,0,8,0
4093,86.08999999999999,0.6471,37.3,1,1,1,0,0,0.25,6,0,0,0,0,0,0,0,0,0,0,1
33258,496.4300000000002,-2.9059799999999965,168.57999999999998,1,10,5,3,3,0.1111111111111111,32,0,0,0,0,0,0,1,1,0,0,0
123706,192.30599999999995,2.47082,29.259999999999998,1,2,3,1,1,0.5,14,1,0,0,0,0,0,0,0,0,0,0
6451167,177.98800000000003,-9.833999999999998,146.42000000000002,1,3,0,0,0,0.0,9,0,0,0,0,0,0,0,0,0,0,0
5281955,604.8220000000002,4.115000000000004,133.14000000000001,3,10,30,0,1,0.90625,42,0,0,1,0,0,0,0,6,0,0,0
19700,792.8650000000004,-0.9650999999999945,177.85,0,10,12,4,5,0.16216216216216217,53,0,0,0,0,0,0,0,0,0,0,0
24699,358.56300000000005,5.1443000000000065,66.76,2,4,19,0,0,0.9523809523809523,25,0,0,1,0,0,0,0,1,0,0,0
62238,512.9480000000005,11.700199999999983,40.46,2,2,30,0,0,1.0,36,0,0,0,0,0,0,0,0,0,0,0
7456,152.149,1.1788,46.53,1,3,1,1,1,0.125,11,0,0,1,0,0,0,1,1,0,0,0
21862903,211.156,-5.235599999999998,149.25,0,4,0,0,0,0.0,9,0,0,0,0,0,0,0,0,0,0,0
155491311,412.688,-6.948399999999995,441.0,0,1,0,0,0,0.0,21,0,0,0,0,0,0,0,0,0,0,0
16211032,342.297,-5.397199999999994,189.52999999999997,8,11,4,0,2,1.0,23,0,0,0,0,0,0,0,3,0,0,0
24748,240.208,-3.2878999999999983,155.51999999999998,6,7,5,0,0,0.75,16,0,0,0,0,1,0,0,0,0,0,1
6506,276.28499999999997,0.1870000000000001,99.13000000000002,1,7,8,0,0,0.75,19,0,0,3,0,0,0,0,3,0,0,0
875,150.08599999999998,-2.1225999999999994,115.06,4,4,3,0,0,0.5,10,0,0,0,0,0,0,0,0,0,0,2
24882991,663.1380000000003,11.175199999999991,80.25999999999999,0,4,36,0,0,0.95,45,0,0,0,0,0,0,0,0,0,0,2
104804,231.29199999999997,1.472,77.83999999999999,2,3,2,0,0,0.45454545454545453,16,0,0,0,0,0,0,0,0,0,0,2
14109413,402.5310000000001,3.014400000000001,91.67,2,5,1,0,4,0.7916666666666666,29,0,0,0,0,0,3,0,0,0,0,0
88735,344.31300000000005,-5.761199999999993,200.52999999999997,9,11,8,0,1,1.0,23,0,0,0,0,0,0,0,2,0,0,0
71306830,806.9370000000004,-2.1563999999999846,263.36999999999995,8,19,28,0,2,1.0,55,0,0,0,0,0,0,0,11,0,0,0
6049,292.24399999999997,-2.0711999999999957,155.68,4,6,11,0,0,0.6,20,0,0,0,0,0,0,0,0,0,0,4
102601050,262.393,4.2668000000000035,26.3,0,2,1,0,2,0.7058823529411765,19,0,0,1,0,0,0,0,1,0,0,0
68245,338.69899999999996,-0.38149999999999945,132.68,6,6,1,3,3,0.0,23,0,0,0,0,0,0,5,0,0,1,0
7439,150.22099999999998,2.4879000000000007,17.07,0,1,1,0,1,0.5,11,0,0,0,0,0,1,0,0,0,0,0
11046239,346.46400000000006,1.932,96.22000000000001,3,6,13,0,1,0.9444444444444444,24,0,0,1,0,0,0,0,2,0,0,0
443314,522.6760000000004,1.9984000000000006,133.14000000000001,3,10,25,0,1,0.9615384615384616,36,0,0,1,0,0,0,0,6,0,0,0
8434,166.176,1.5688999999999997,46.53,1,3,2,1,1,0.2222222222222222,12,0,0,1,0,0,0,1,1,0,0,0
1732,142.58499999999998,2.3540200000000007,20.23,1,1,0,1,1,0.14285714285714285,9,0,0,0,0,0,0,1,0,0,1,0
6635,303.16599999999994,3.7611000000000017,43.370000000000005,0,3,3,2,2,0.0,18,0,0,0,0,0,0,0,0,0,2,0
6436062,370.5740000000001,5.576000000000007,55.760000000000005,1,4,20,0,0,0.8636363636363636,26,0,0,1,0,0,0,0,2,0,0,0
2537,152.237,2.401700000000001,17.07,0,1,0,0,2,0.9,11,0,0,0,0,0,1,0,0,0,0,0
6989,150.22099999999998,2.8240200000000013,20.23,1,1,1,1,1,0.4,11,0,0,0,0,0,0,1,0,0,0,0
12961638,879.859,-1.1717999999999997,81.65,0,5,0,3,5,0.05,31,0,0,1,0,0,0,0,2,0,4,0
263,74.12299999999999,0.7787999999999999,20.23,1,1,2,0,0,1.0,5,0,0,0,0,0,0,0,0,0,0,0
56841934,165.735,-2.4791,94.5,0,0,0,0,0,0.0,5,0,0,0,0,0,0,0,0,0,0,0
872,342.297,-5.397199999999994,189.52999999999997,8,11,4,0,2,1.0,23,0,0,0,0,0,0,0,3,0,0,0
107665,186.20699999999997,1.3826,63.60000000000001,1,3,3,0,0,0.3333333333333333,13,0,0,1,0,0,0,0,1,0,0,1
62551,238.27999999999994,-0.9625999999999986,77.38000000000001,2,6,13,0,0,1.0,16,0,0,0,0,0,0,0,4,0,0,0
44134661,535.1470000000002,-7.855800000000001,264.56,4,14,8,2,3,0.5,32,1,0,0,0,0,0,0,1,0,0,0
70519829,269.86,1.6179999999999999,0.0,0,0,8,1,1,0.625,18,0,0,0,0,0,0,0,0,0,1,0
444041,1134.9870000000012,-15.230600000000031,554.0500000000002,21,35,7,0,21,1.0,77,0,0,0,0,0,0,0,14,0,0,0
517055,144.10499999999996,-2.945899999999999,40.129999999999995,0,2,1,1,1,0.0,10,0,0,0,0,0,0,0,0,0,0,1
284,46.025000000000006,-0.29919999999999997,37.3,1,1,0,0,0,0.0,3,0,0,0,0,0,0,0,0,0,0,0
131411,477.4240000000001,5.177000000000005,54.7,1,5,7,3,3,0.3181818181818182,29,0,0,1,0,0,0,1,1,0,1,0
104748,81.07199999999999,-0.6615,60.36,1,2,0,0,0,0.0,4,0,0,0,0,0,0,0,0,0,0,0
5311266,260.86,-7.0344,144.84,0,8,4,0,0,0.0,13,0,0,0,0,0,0,0,0,0,0,0
72941614,422.29100000000005,-10.527100000000004,373.5,0,0,0,0,0,0.0,21,0,0,0,0,0,0,0,0,0,0,0
6224,258.069,-14.240600000000002,140.61999999999998,1,7,5,0,0,0.5,16,0,0,0,0,0,0,0,0,0,0,3
753,92.09399999999998,-1.6681000000000001,60.69,3,3,2,0,0,1.0,6,0,0,0,0,0,0,0,0,0,0,0
19116,467.39200000000017,-3.6407999999999974,185.37,2,10,4,3,3,0.0,30,1,0,0,0,0,0,1,0,0,0,0
6731,273.291,3.3976000000000015,47.03,0,3,1,3,4,0.05555555555555555,21,0,0,0,0,0,2,0,0,0,0,0
2723816,96.06099999999999,-3.8496999999999995,40.129999999999995,0,2,1,0,0,0.6666666666666666,6,0,0,0,0,0,0,0,0,0,0,1
4448381,236.29299999999998,-1.3714999999999975,112.65,4,5,7,0,0,0.75,15,1,1,0,1,0,0,0,0,0,0,1
445709,109.89,-2.4766,94.5,0,0,0,0,0,0.0,4,0,0,0,0,0,0,0,0,0,0,0
71485,397.63500000000005,-1.6561000000000008,128.84,5,8,5,0,2,1.0,23,0,0,0,0,0,0,0,3,0,3,0
525,134.087,-1.0934000000000001,94.83,3,3,3,0,0,0.5,9,0,0,0,0,0,0,0,0,0,0,2
7986,314.46600000000007,4.7938000000000045,52.60000000000001,0,4,15,0,0,0.8888888888888888,22,0,0,2,0,0,0,0,2,0,0,0
10960,104.105,-0.4581999999999999,46.53,1,3,2,0,0,0.75,7,0,0,1,0,0,0,0,1,0,0,0
31404,220.35599999999997,4.295620000000003,20.23,1,1,0,1,1,0.6,16,0,0,0,0,0,0,1,0,0,0,0
7175,180.20299999999997,1.959,46.53,1,3,3,1,1,0.3,13,0,0,1,0,0,0,1,1,0,0,0
784,34.014,0.01739999999999997,40.46,2,2,0,0,0,0.0,2,0,0,0,0,0,0,0,0,0,0,0
31296,208.28,2.2986000000000004,0.0,0,0,0,0,0,1.0,4,0,0,0,0,0,0,0,0,0,3,0
107689,90.07799999999999,-0.5482,57.53,2,2,1,0,0,0.6666666666666666,6,0,0,0,0,0,0,0,0,0,0,1
3082248,155.197,1.4402,40.540000000000006,1,2,1,0,1,0.375,11,0,0,0,1,0,0,0,0,0,0,0
9989226,101.961,-1.118,85.5,0,0,0,0,0,0.0,5,0,0,0,0,0,0,0,0,0,0,0
996,94.11299999999997,1.3921999999999997,20.23,1,1,0,1,1,0.0,7,0,0,0,0,0,0,1,0,0,0,0
5462222,39.098,-0.3808,0.0,0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0
30165,126.904,-2.996,0.0,0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,1,0
24424,161.45299999999997,-1.3404999999999996,80.25999999999999,0,4,0,0,0,0.0,6,0,0,0,0,0,0,0,0,0,0,0
31348,189.099,-5.252599999999998,140.61999999999998,1,7,5,0,0,0.5,13,0,0,0,0,0,0,0,0,0,0,3
3806114,148.07,-4.791999999999999,120.72000000000001,2,6,3,0,0,0.5,10,0,0,0,0,0,0,0,0,0,0,2
24832095,748.8130000000004,-3.0871999999999837,241.36999999999995,6,19,21,0,3,1.0,51,0,0,0,0,0,0,0,13,0,0,0
14806,81.389,-0.1213,17.07,0,1,0,0,0,0.0,2,0,0,0,0,0,0,0,0,0,0,0
21226445,37.955,-2.9268,0.0,0,0,0,0,0,0.0,2,0,0,0,0,0,0,0,0,0,0,0
219520,116.547,2.0183999999999997,13.14,0,1,1,1,1,0.2,7,0,0,0,0,0,0,0,0,0,1,0
23665647,112.213,-2.850799999999998,23.06,0,1,0,0,0,1.0,6,0,0,0,0,0,0,0,0,0,0,0
24638,116.52499999999999,0.02800000000000008,54.37,1,2,0,0,0,0.0,5,0,0,0,0,0,0,0,0,0,1,0
75905,184.21599999999998,1.5762999999999998,54.370000000000005,1,2,2,1,1,0.0,12,0,0,0,0,0,0,0,0,0,0,0
11199,44.053,0.6879,20.23,1,1,0,0,0,0.0,3,0,0,0,0,0,0,0,0,0,0,0
47932,241.11800000000002,1.0656999999999994,81.5,3,4,3,1,1,0.25,14,2,0,0,0,0,0,0,1,0,2,0
7904,86.09,0.693,26.3,0,2,1,0,0,0.25,6,0,0,1,0,0,0,0,1,0,0,0
154724046,535.1470000000002,-7.244199999999999,253.55999999999995,3,15,8,2,3,0.5,32,1,0,0,0,0,0,0,1,0,0,0
6144,380.172,-19.393999999999984,167.0,0,10,11,0,0,0.6,24,0,0,0,0,0,0,0,0,0,0,4
516919,120.06099999999998,-3.9913999999999996,77.42999999999999,1,3,0,0,0,0.0,6,0,0,0,0,0,0,0,0,0,0,0
23665763,104.06199999999998,-3.6574999999999998,60.36,1,2,0,0,0,0.0,5,0,0,0,0,0,0,0,0,0,0,0
294,342.297,-5.397199999999994,189.52999999999997,8,11,4,0,2,1.0,23,0,0,0,0,0,0,0,3,0,0,0
1061,94.97,-2.8246,86.25,0,4,0,0,0,0.0,5,0,0,0,0,0,0,0,0,0,0,0
9840857,339.70000000000005,0.6195999999999999,66.2,0,3,0,1,1,0.0,11,0,0,0,0,0,0,0,0,0,0,0
807,253.808,1.7714,0.0,0,0,0,0,0,0.0,2,0,0,0,0,0,0,0,0,0,2,0
104755,107.868,-0.0025,0.0,0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0
27099,63.546,-0.0025,0.0,0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0
27284,55.845,-0.0025,0.0,0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0
29936,55.845,-0.0025,0.0,0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0
23954,107.868,-0.0025,0.0,0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0
23978,63.546,-0.0025,0.0,0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0
15908632,108.09299999999999,0.7016999999999999,58.92,2,4,2,0,0,1.0,7,0,0,0,0,0,0,0,0,0,0,0
105075,153.92399999999998,-0.6552999999999998,74.6,2,2,0,0,0,0.0,6,0,0,0,0,0,0,0,0,0,0,0
20353,530.7900000000004,8.904860000000006,72.83,1,4,16,1,2,0.7575757575757576,38,0,0,1,0,0,0,0,2,0,0,1
8314,102.13299999999998,1.1171,37.3,1,1,2,0,0,0.8,7,0,0,0,0,0,0,0,0,0,0,1
146156863,1309.2270000000015,-14.015300000000037,581.7400000000002,21,38,16,0,21,1.0,89,0,0,0,0,0,0,0,17,0,0,0
5462309,30.974,0.8612,0.0,0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0
22985,80.04299999999999,0.13709999999999994,102.7,1,3,0,0,0,0.0,5,0,0,0,0,0,0,0,0,0,0,0
139600838,264.22999999999996,-2.0797999999999996,122.52000000000001,3,8,3,0,1,0.8,18,0,0,2,0,0,0,0,3,0,0,0
2723854,466.3600000000001,-4.993199999999998,179.85,2,9,3,3,4,0.0,30,0,1,0,0,0,1,0,0,0,0,0
15324,607.0300000000005,9.614799999999999,80.25999999999999,0,4,32,0,0,0.9444444444444444,41,0,0,0,0,0,0,0,0,0,0,2
24401,118.93399999999998,-1.5479,74.27,0,4,0,0,0,0.0,5,0,0,0,0,0,0,0,0,0,0,0
3082361,337.37200000000007,1.6574,115.92,2,6,7,1,1,0.35294117647058826,24,1,0,2,0,0,0,0,2,0,0,1
439195,150.13,-2.5823,90.15,4,5,0,0,1,1.0,10,0,0,0,0,0,0,0,1,0,0,0
261,72.107,0.9854,17.07,0,1,2,0,0,0.75,5,0,0,0,0,1,0,0,0,0,0,0
14923,35.04600000000001,0.1993999999999999,66.5,1,1,0,0,0,0.0,2,0,0,0,0,0,0,0,0,0,0,0
16211978,231.53099999999998,-0.4323,60.440000000000005,0,4,2,0,0,0.0,7,0,0,0,0,0,0,0,0,0,0,0
61817,432.3710000000002,1.7562000000000015,162.18,0,9,4,3,3,0.0,28,0,0,0,0,0,0,0,0,0,0,0
135436515,445.38600000000014,-1.3119999999999996,174.18999999999997,4,7,3,3,4,0.0,29,0,1,0,0,0,1,0,0,0,0,0
73981,58.319,-0.7343999999999999,60.0,0,2,0,0,0,0.0,3,0,0,0,0,0,0,0,0,0,0,0
977,31.998,0.067,34.14,0,2,0,0,0,0.0,2,0,0,0,0,0,0,0,0,0,0,0
6850749,586.7190000000004,2.5637999999999996,213.04999999999995,8,8,17,0,3,0.8333333333333334,41,0,0,0,0,0,0,0,0,0,0,3
24705,236.53599999999997,3.391200000000002,18.46,0,2,4,0,0,1.0,13,0,0,0,0,0,0,0,0,0,0,0
91502,88.851,-0.6783,37.3,1,1,0,0,0,0.0,3,0,0,0,0,0,0,0,0,0,0,0
3037558,342.297,-5.5545999999999935,197.36999999999998,8,11,8,0,1,0.9166666666666666,23,0,0,0,0,1,0,0,2,0,0,0
6255,342.297,-5.397199999999994,189.52999999999997,8,11,4,0,2,1.0,23,0,0,0,0,0,0,0,3,0,0,0
637511,132.16199999999995,1.8987,17.07,0,1,2,1,1,0.0,10,0,0,0,0,1,0,0,0,0,0,0
102503,439.94700000000006,3.052300000000001,122.6,4,3,8,3,3,0.17391304347826086,31,2,2,0,2,0,0,0,0,0,1,0
24751,102.133,0.42169999999999996,25.06,0,2,0,0,2,1.0,7,0,0,0,0,0,0,0,2,2,0,0
89597,754.502,10.560879999999992,141.78,2,8,11,4,4,0.2222222222222222,50,0,2,0,2,0,2,0,0,0,4,0
10340,105.988,-8.439,63.19,0,3,0,0,0,0.0,6,0,0,0,0,0,0,0,0,0,0,0
8146,134.175,0.031799999999999884,38.69,1,3,6,0,0,1.0,9,0,0,0,0,0,0,0,2,0,0,0
44630049,584.4490000000003,-10.346300000000006,325.55,9,18,7,0,3,0.8333333333333334,38,0,0,0,0,0,0,0,5,0,0,3
23320441,106.86600000000001,-1.1228,90.0,0,1,0,0,0,0.0,4,0,0,0,0,0,0,0,0,0,0,0
14789,233.54699999999997,-1.3591,74.6,2,2,0,0,0,0.0,7,0,0,0,0,0,0,0,0,0,0,0
6850741,965.5389999999993,16.123819999999967,103.03999999999999,1,7,4,1,8,0.8548387096774194,69,0,0,1,0,0,2,0,2,0,0,0
154733642,1119.6539999999989,16.39099999999997,194.97,3,15,62,0,0,0.9523809523809523,78,0,0,0,0,0,0,0,9,0,0,0
445639,282.4679999999999,6.1085000000000065,37.3,1,1,15,0,0,0.8333333333333334,20,0,0,0,0,0,0,0,0,0,0,1
441374,582.5820000000002,-7.944200000000009,357.21,13,17,6,0,3,1.0,38,4,0,0,0,0,0,0,4,0,0,0
