API_CID,MolWt,MolLogP,TPSA,NumHDonors,NumHAcceptors,NumRotatableBonds,NumAromaticRings,RingCount,FractionCSP3,HeavyAtomCount,fr_NH2,fr_NH1,fr_ester,fr_amide,fr_aldehyde,fr_ketone,fr_phenol,fr_ether,fr_epoxide,fr_halogen,fr_COO
11711114,402.88900000000007,5.410900000000003,97.41999999999999,2,6,5,3,3,0.09090909090909091,29,0,2,0,0,0,0,0,0,0,1,0
11751549,461.01000000000016,0.8998999999999995,90.82000000000001,1,5,8,4,4,0.2727272727272727,31,0,0,0,0,0,0,0,0,0,1,0
11949652,426.59000000000015,1.5661200000000006,56.64000000000001,1,6,4,2,5,0.5454545454545454,30,0,1,0,1,0,0,0,0,0,0,0
11978813,433.5770000000001,4.724000000000003,48.57,1,5,7,4,5,0.32,31,0,1,0,0,0,0,0,1,0,0,0
11990828,548.4710000000001,4.365680000000005,114.38000000000001,1,8,9,3,4,0.38461538461538464,37,0,1,0,0,0,0,0,3,0,2,0
14055602,370.35100000000017,-4.0889999999999915,167.53,6,11,6,0,2,1.0,25,0,0,0,0,0,0,0,5,0,0,0
14720269,381.4330000000002,-0.3774799999999989,75.41000000000001,0,5,8,3,3,0.3333333333333333,26,0,0,0,0,0,0,0,2,0,0,0
15008962,405.35800000000006,-0.4825999999999999,84.64000000000001,0,6,7,3,3,0.25,27,0,0,0,0,0,0,0,3,0,2,0
15606394,718.0910000000005,3.8135000000000003,237.80999999999997,6,11,12,3,4,0.21875,50,0,2,0,1,0,0,0,2,0,2,4
15951529,464.44400000000013,3.992480000000003,76.44,1,4,3,2,3,0.23809523809523808,32,0,1,0,2,0,0,0,0,0,4,0
16004692,588.2820000000002,3.572700000000002,128.22000000000003,2,8,11,3,3,0.2631578947368421,32,0,2,0,0,0,0,0,2,0,2,0
16088021,461.5220000000003,1.77928,134.34999999999997,2,6,4,3,4,0.28,34,1,0,0,0,0,0,0,0,0,0,1
16124688,376.334,2.4033000000000007,66.48,1,3,2,1,6,0.42105263157894735,27,0,1,0,3,0,0,0,0,0,3,0
16158208,1526.767000000001,-5.939200000000026,573.91,19,26,13,2,6,0.5254237288135594,101,2,12,0,14,0,0,2,0,0,0,2
16203739,554.9590000000003,5.326600000000006,81.86,2,3,5,2,4,0.48,37,0,2,0,1,0,0,0,1,0,7,0
16214875,555.7660000000002,2.8728000000000002,163.01,5,7,6,3,3,0.17647058823529413,32,0,2,0,1,0,0,0,0,0,3,0
16220172,392.4990000000002,5.081000000000004,82.19,3,3,2,3,3,0.3333333333333333,29,0,2,0,1,0,0,1,0,0,0,0
16757572,584.0020000000002,5.952940000000005,129.12,2,6,6,5,5,0.10714285714285714,41,0,2,0,1,0,0,0,0,0,4,0
17397714,308.337,3.2802000000000016,64.36,1,4,5,3,3,0.1111111111111111,23,0,1,0,1,0,0,0,1,0,0,0
17747012,749.167,3.0274800000000033,213.82000000000002,0,10,10,6,6,0.29411764705882354,51,0,0,0,0,0,0,0,4,0,0,0
18004026,457.4830000000002,1.1262399999999995,152.67,4,6,6,3,3,0.30434782608695654,33,0,0,0,1,0,0,0,0,0,0,2
23663870,126.08699999999999,-4.487199999999998,60.36,1,3,3,0,0,0.75,8,0,0,0,0,0,0,0,0,0,0,1
23665037,888.9289999999999,-3.8968999999999983,253.11,2,5,5,2,2,0.13333333333333333,30,1,0,0,0,0,0,1,1,0,4,1
23668479,482.51300000000015,-2.7164799999999953,155.07,2,8,6,3,3,0.3,33,0,2,0,2,0,0,0,0,0,1,0
23670359,341.2130000000001,-3.1279999999999966,141.35999999999999,4,5,9,0,0,1.0,20,0,0,0,0,0,0,0,0,0,0,0
23681451,585.654,1.7906000000000024,113.03999999999999,0,7,14,1,3,0.7,40,0,0,1,1,0,0,0,1,0,0,1
23699544,606.6320000000003,1.3383200000000004,153.89999999999998,0,10,9,6,6,0.16666666666666666,43,0,0,1,0,0,0,0,2,0,0,0
23725083,593.7430000000002,2.3739000000000003,160.65,4,9,11,2,4,0.5517241379310345,41,1,1,0,1,0,0,0,3,0,0,0
23725423,439.51200000000006,2.7790200000000005,134.68,6,5,8,3,3,0.25,32,0,3,0,1,0,0,0,0,0,0,1
23725625,434.4710000000001,2.3473999999999995,86.37,1,4,4,3,5,0.3333333333333333,32,0,1,0,2,0,0,0,0,0,1,0
24755604,930.9870000000001,-4.8563000000000125,240.24,1,11,21,5,5,0.375,66,0,1,1,2,0,0,0,1,0,0,2
24776445,421.30500000000006,4.711200000000003,76.13,1,4,4,3,3,0.05263157894736842,27,0,1,0,1,0,0,0,0,0,2,0
24785956,653.5800000000003,1.2043199999999998,105.39,1,6,12,4,4,0.28125,46,0,1,0,0,0,0,0,1,0,5,1
24812732,671.5880000000003,6.842300000000007,120.19000000000001,3,6,10,5,5,0.19444444444444445,45,0,0,0,0,0,0,0,1,0,1,2
24812758,444.52400000000017,2.968320000000003,90.15,4,6,5,3,4,0.3333333333333333,31,0,0,0,0,0,0,0,1,0,1,0
24821094,440.5070000000002,4.2173000000000025,99.16,1,6,5,4,5,0.2,33,1,0,0,1,0,0,0,1,0,0,0
24872560,477.4430000000002,3.5315800000000026,89.33000000000001,1,5,3,2,4,0.2857142857142857,33,0,1,0,2,0,0,0,0,0,4,0
24883443,373.91700000000003,-3.6514999999999995,175.83,4,6,7,1,1,0.375,21,4,0,0,0,0,0,0,0,0,1,0
24906252,502.98800000000017,0.37919999999999915,171.34,6,8,7,2,3,0.5,34,0,0,0,0,0,0,0,2,0,1,0
24965990,450.9300000000002,4.111320000000004,80.29,0,6,3,4,5,0.30434782608695654,32,0,0,0,1,0,0,0,0,0,1,0
24970412,503.33500000000015,1.1415000000000006,176.51,7,9,8,3,3,0.3333333333333333,33,0,1,0,0,0,0,0,0,0,2,1
25008120,624.4300000000004,-4.161499999999997,192.38000000000002,2,14,10,3,4,0.30434782608695654,42,0,2,0,1,0,0,0,4,0,1,0
25096873,463.88100000000003,4.757300000000005,38.82000000000001,1,3,5,1,3,0.6666666666666666,29,0,1,0,2,0,0,0,0,0,3,0
25102846,635.6010000000003,4.447400000000002,193.60999999999996,5,9,11,4,5,0.21875,46,0,2,0,2,0,0,0,3,0,1,2
25127112,404.3670000000001,2.537780000000001,160.93999999999997,4,5,4,3,4,0.4117647058823529,28,0,1,0,0,0,0,0,0,0,0,0
25141092,560.649,5.026900000000004,85.52,3,6,7,4,6,0.3548387096774194,41,0,3,0,1,0,0,0,1,0,2,0
25151352,417.82200000000006,5.2280000000000015,66.49000000000001,2,4,5,4,4,0.15,29,0,2,0,0,0,0,0,0,0,4,0
25154713,811.8120000000002,7.065600000000008,174.63999999999996,4,8,11,4,6,0.45,56,0,4,0,4,0,0,0,2,0,2,0
25166913,374.44800000000015,3.391580000000001,96.84,3,4,3,3,4,0.2857142857142857,28,0,3,0,2,0,0,0,0,0,0,0
42611257,489.9310000000001,5.544200000000003,91.92,2,4,7,4,4,0.13043478260869565,33,0,2,0,0,0,1,0,0,0,3,0
44205240,371.42600000000004,1.09568,120.56,1,6,5,3,4,0.375,26,0,1,0,0,0,0,0,0,0,0,0
44232548,2106.702999999999,12.574099999999993,577.19,10,36,43,10,12,0.44680851063829785,144,2,3,0,4,0,0,0,9,0,3,3
44472635,444.5350000000001,2.7660000000000013,96.25000000000001,3,5,6,3,5,0.34615384615384615,33,0,2,0,1,0,0,0,0,0,0,0
44516822,615.6810000000003,4.868900000000003,165.22999999999996,3,9,5,4,4,0.20833333333333334,40,1,1,0,0,0,0,0,0,0,3,0
44610678,720.274,2.531320000000001,191.0,4,10,6,3,5,0.41935483870967744,48,0,3,0,4,0,0,0,0,0,1,0
44630049,584.4490000000003,-10.346300000000006,325.55,9,18,7,0,3,0.8333333333333334,38,0,0,0,0,0,0,0,5,0,0,3
45138699,681.4940000000006,3.9643200000000065,219.20999999999998,7,7,5,3,4,0.3076923076923077,45,0,1,0,1,0,0,0,2,0,3,0
45375808,529.4580000000002,1.6564999999999994,158.17999999999995,3,9,10,2,3,0.5,36,0,2,1,0,0,0,0,2,0,1,0
46188928,428.4430000000002,2.9475000000000016,86.00000000000001,2,5,3,3,5,0.38095238095238093,31,0,1,0,2,0,0,0,0,0,2,0
46215800,427.33900000000006,-2.6652999999999976,103.7,1,5,3,2,4,0.3157894736842105,30,0,1,0,2,0,0,0,1,0,2,0
46216142,441.3660000000001,-2.2751999999999972,103.7,1,5,3,2,4,0.35,31,0,1,0,2,0,0,0,1,0,2,0
46700774,547.0590000000003,3.604980000000004,128.43,0,7,7,4,5,0.27586206896551724,39,0,0,0,0,0,0,0,1,0,1,0
46700777,1149.2799999999995,13.257199999999987,198.85999999999999,4,10,20,4,8,0.4838709677419355,82,0,0,0,0,0,0,0,0,0,6,4
46783232,361.35400000000004,-0.31869999999999976,152.86999999999998,5,7,3,2,4,0.4117647058823529,26,0,1,0,0,0,0,0,0,0,0,2
46783235,373.4090000000001,-0.6837999999999997,119.17000000000002,4,8,2,2,5,0.5789473684210527,27,0,0,0,0,0,0,0,1,0,0,0
46783236,225.25099999999998,1.3305,54.88,1,3,0,2,4,0.3076923076923077,17,0,1,0,1,0,0,0,0,0,0,0
46866715,771.938,3.0422200000000013,158.95999999999995,1,10,8,3,7,0.5526315789473685,53,0,1,0,3,0,0,0,2,0,0,0
46892186,704.6340000000002,-1.1710799999999966,268.91999999999996,6,13,11,4,5,0.3793103448275862,49,1,0,0,2,0,1,0,1,0,0,0
46908927,569.0310000000003,4.877820000000004,65.77000000000001,1,5,4,4,5,0.27586206896551724,40,0,1,0,1,0,0,0,0,0,4,0
49800073,351.878,1.5797799999999997,90.35,2,4,2,0,6,0.8888888888888888,24,1,0,0,1,0,0,0,0,0,1,0
49843517,591.5570000000002,8.523600000000005,97.75000000000001,2,6,13,3,3,0.3448275862068966,39,0,1,0,1,0,0,0,2,0,2,1
49846579,868.4569999999998,8.659900000000006,172.03,3,11,13,5,8,0.37777777777777777,61,0,3,0,1,0,0,0,2,0,1,0
50905713,416.87200000000007,4.483500000000003,88.49,2,5,4,5,5,0.09090909090909091,30,0,2,0,0,0,0,0,0,0,1,0
50922675,540.0210000000002,3.908400000000001,140.13,3,8,9,3,3,0.36363636363636365,36,0,3,0,1,0,0,0,1,0,2,0
50992434,693.539,3.934820000000002,124.19999999999999,2,6,5,4,5,0.2857142857142857,41,0,2,0,1,0,0,0,0,0,2,0
51039094,480.53200000000027,5.093520000000003,110.85000000000001,2,9,5,5,6,0.19230769230769232,36,0,2,0,0,0,0,0,2,0,0,0
52918379,959.1880000000002,4.742000000000009,257.12,8,14,25,2,6,0.68,68,0,2,0,2,0,0,0,4,0,0,2
53239799,519.0890000000003,5.195080000000006,72.36,1,5,3,3,6,0.4666666666666667,37,0,1,0,0,0,1,0,1,0,1,0
53393742,578.3750000000002,2.8037000000000005,120.85,4,5,0,6,6,0.037037037037037035,37,4,0,0,0,0,0,0,0,0,4,0
54674461,426.3870000000001,2.5575,146.85999999999999,3,8,4,4,4,0.10526315789473684,31,2,1,0,1,0,0,0,1,0,2,0
54675776,444.4400000000001,-0.37099999999999905,181.62000000000003,6,9,2,1,4,0.4090909090909091,32,1,0,0,1,0,2,1,0,0,0,0
54675850,137.11399999999998,0.45839999999999975,60.36,1,2,1,1,1,0.0,10,0,0,0,0,0,0,0,0,0,0,1
54676228,331.353,1.5810000000000002,99.60000000000001,2,5,2,2,3,0.06666666666666667,23,0,1,0,1,0,0,0,0,0,0,0
54681908,487.50900000000024,-0.04279999999999795,173.85999999999999,5,10,5,1,4,0.4583333333333333,35,1,0,0,1,0,2,1,0,0,0,0
54682461,602.6750000000001,7.325500000000007,105.59,2,6,11,3,4,0.3548387096774194,42,0,1,1,0,0,0,0,1,0,3,0
54684141,270.21,2.999480000000001,73.12,2,3,2,1,1,0.16666666666666666,19,0,1,0,1,0,0,0,0,0,3,0
54697325,556.6600000000002,1.1657000000000024,176.66000000000005,6,10,6,1,4,0.5517241379310345,40,1,1,0,1,0,2,1,0,0,0,0
54704426,480.9010000000001,0.0508000000000004,181.62000000000003,6,9,2,1,4,0.4090909090909091,33,1,0,0,1,0,2,1,0,0,1,0
56649450,441.4790000000001,3.835020000000002,101.21000000000001,2,5,4,2,3,0.47368421052631576,30,1,1,0,3,0,0,0,0,0,3,0
56843331,4113.640999999981,-11.627860000000188,1646.1799999999994,57,56,149,6,6,0.6096256684491979,291,4,40,0,35,0,0,1,4,0,0,7
56844015,517.1270000000002,1.5430999999999995,168.33,4,7,11,1,2,0.45,34,0,2,0,2,0,0,0,0,0,2,2
56959086,741.8280000000004,1.0191000000000077,201.37,4,14,24,1,5,0.7222222222222222,52,0,0,0,0,0,0,1,9,0,0,2
57379345,558.1480000000001,6.361920000000006,105.23999999999998,3,8,9,3,4,0.42857142857142855,38,0,3,0,0,0,0,0,1,0,1,0
58460047,425.754,2.65458,105.70000000000002,1,5,4,3,3,0.17647058823529413,29,0,1,0,0,0,0,0,1,0,4,0
58557659,380.3740000000001,2.9079000000000006,78.32,2,3,3,3,4,0.47058823529411764,27,0,2,0,2,0,0,0,0,0,3,0
66558664,572.75,4.734660000000004,86.9,2,6,9,3,5,0.47058823529411764,42,0,2,0,1,0,0,0,2,0,0,0
66860907,334.9160000000001,4.286040000000004,15.27,1,3,3,2,3,0.3333333333333333,22,0,1,0,0,0,0,0,0,0,1,0
67171867,398.8540000000001,2.670080000000001,119.62000000000002,3,5,6,3,3,0.2631578947368421,28,0,2,0,1,0,0,0,0,0,1,0
67462786,446.55500000000023,4.183600000000003,77.33,1,7,9,4,4,0.32,33,0,1,0,0,0,0,0,2,0,0,0
67505836,889.0169999999998,8.607300000000008,174.63999999999996,4,8,10,5,10,0.46938775510204084,65,0,4,0,4,0,0,0,2,0,2,0
67517580,615.6280000000004,4.842520000000007,139.98000000000002,3,8,10,3,4,0.4074074074074074,40,0,3,0,0,0,0,0,1,0,2,0
67683363,883.0189999999999,7.731500000000008,193.09999999999997,4,10,11,6,9,0.3877551020408163,65,0,4,0,4,0,0,0,4,0,0,0
71009737,325.23600000000005,1.50088,119.37,3,3,1,2,3,0.23076923076923078,22,0,0,0,0,0,0,0,0,0,1,0
71481097,443.31100000000004,3.386700000000001,97.62,2,6,5,3,3,0.11764705882352941,31,0,2,0,1,0,0,0,0,0,6,0
71491931,1178.7039999999997,7.274000000000008,203.79999999999995,8,10,10,4,8,0.34782608695652173,68,0,4,0,2,0,0,0,0,0,8,2
71492247,1069.0199999999998,5.657600000000004,361.55999999999995,6,20,24,6,6,0.391304347826087,74,2,2,2,0,0,0,0,4,0,0,2
71494926,844.9119999999999,9.828019999999997,179.94,5,8,7,6,8,0.2708333333333333,62,0,3,0,2,0,0,1,2,0,2,1
71584930,510.3670000000001,5.670700000000004,88.05,3,4,5,4,4,0.125,33,0,3,0,2,0,0,0,0,0,2,0
71586738,1221.2580000000003,5.853100000000008,407.36,6,14,6,8,12,0.35714285714285715,86,2,2,0,2,0,0,0,2,0,4,0
71657455,582.9700000000001,4.324580000000003,119.29000000000002,1,6,7,3,5,0.2857142857142857,41,0,1,0,3,0,0,0,0,0,4,0
71731823,406.4210000000001,2.8006800000000016,110.06,1,6,0,3,4,0.23809523809523808,30,1,0,0,1,0,0,0,1,0,1,0
72722243,913.0030000000002,8.476300000000009,195.36999999999998,7,9,10,6,8,0.38,66,0,3,0,2,0,0,1,2,0,3,0
76970819,1221.5199999999995,5.106200000000014,316.82000000000005,8,22,20,4,10,0.5806451612903226,88,2,4,0,2,0,0,0,4,0,0,2
78131177,1217.9919999999993,7.00020000000001,217.99999999999997,6,12,29,4,6,0.48,76,0,6,0,4,0,0,0,4,0,6,0
78357807,595.7260000000005,4.0138000000000025,141.92,3,9,10,4,4,0.27586206896551724,42,0,2,0,1,0,0,0,1,0,0,0
86346053,567.7890000000004,3.9577000000000018,147.14999999999998,4,8,5,0,4,0.8333333333333334,39,1,0,1,0,0,1,0,1,0,0,1
86707828,743.7640000000002,7.904420000000006,163.43,2,9,7,7,7,0.15789473684210525,53,1,0,0,0,0,0,0,1,0,3,0
91618104,440.9310000000001,4.053480000000005,104.20000000000002,2,7,7,3,4,0.34782608695652173,31,0,1,0,0,0,0,0,1,0,1,0
118023034,498.5700000000003,2.6077000000000004,106.28999999999999,1,8,5,5,6,0.2692307692307692,37,1,0,0,0,0,0,0,0,0,1,0
118988661,713.8420000000004,-5.800299999999999,294.95,4,14,12,3,3,0.16666666666666666,46,0,0,0,0,0,0,0,0,0,0,3
121494085,1577.8830000000023,-27.316800000000054,1078.49,0,35,29,0,2,1.0,84,0,0,0,0,0,0,0,3,0,0,0
122201352,503.3650000000002,3.4479000000000037,116.57000000000001,1,5,4,5,5,0.08695652173913043,34,0,1,0,1,0,0,0,0,0,3,0
124081896,571.5580000000003,3.391200000000002,99.53999999999999,0,9,4,3,6,0.2962962962962963,40,0,0,0,1,0,0,0,4,0,2,0
129073603,533.6120000000002,4.200140000000003,135.53,3,8,8,4,5,0.4074074074074074,39,0,3,0,1,0,0,0,1,0,1,0
129893883,626.2170000000004,5.000400000000006,95.66,1,5,4,3,6,0.2894736842105263,45,0,0,0,0,0,0,0,0,0,1,0
134436906,525.6130000000004,3.284380000000002,112.04,1,9,8,4,7,0.3793103448275862,39,0,0,0,0,0,0,0,2,0,0,0
135398508,277.284,-0.8278000000000001,130.05,4,6,2,2,3,0.4166666666666667,20,1,1,0,0,0,0,0,0,0,0,0
135398513,225.208,-1.3317999999999997,119.05,3,6,4,2,2,0.375,16,1,1,0,0,0,0,0,1,0,0,0
135398739,236.231,-0.21050000000000008,93.03,2,5,2,2,3,0.5,17,0,1,0,0,0,0,0,1,0,0,0
135401907,136.11399999999998,-0.35380000000000006,74.43,2,3,0,2,2,0.0,10,0,2,0,0,0,0,0,0,0,0,0
135413536,534.4320000000002,4.952100000000002,83.24000000000001,2,5,6,3,4,0.391304347826087,37,0,2,0,0,0,0,0,2,0,7,0
135449331,564.6430000000001,3.4518600000000013,212.54000000000002,7,9,7,4,4,0.2413793103448276,41,2,1,0,0,0,0,1,0,0,0,1
135476717,649.7700000000002,3.9335000000000044,155.83999999999997,3,9,8,4,5,0.30303030303030304,46,0,1,1,1,0,0,0,1,0,0,0
135565082,380.35800000000006,2.6285000000000007,88.49000000000001,2,5,2,4,5,0.15789473684210525,28,0,2,0,0,0,0,0,0,0,2,0
135565903,413.1730000000002,3.2800400000000014,149.46,2,8,3,3,3,0.13333333333333333,27,0,0,0,0,0,0,2,0,0,2,0
139030242,635.4930000000002,6.545480000000006,108.75999999999999,3,5,9,4,5,0.23333333333333334,43,1,2,0,1,0,0,0,0,0,6,0
